t,Sv0,Ss0,Sg0,Sg1,Sg2,Iv0,Is0,Ig0,Ig1,Ig2,Rv0,Rs0,Rg0,Rg1,Rg2,cumIv0,cumIs0,cumIg0,cumIg1,cumIg2,cumIv, Iv,Is,Ig
644,0.172431,0.117302,0.117281,0.117281,0.117281,0.00120418,0.00444777,0.00444692,0.00444692,0.00444692,0.0263646,0.0782501,0.0782725,0.0782725,0.0782725,0.0769048,0.199176,0.199372,0.199372,0.199372,0.0769048,0.00602092,0.0222388,0.0222346
645,0.17235,0.116961,0.11694,0.11694,0.11694,0.00121639,0.00448254,0.00448169,0.00448169,0.00448169,0.0264335,0.0785564,0.0785786,0.0785786,0.0785786,0.0770582,0.199732,0.199928,0.199928,0.199928,0.0770582,0.00608195,0.0224127,0.0224084
646,0.172268,0.116618,0.116597,0.116597,0.116597,0.00122831,0.00451596,0.0045151,0.0045151,0.0045151,0.0265037,0.0788657,0.0788879,0.0788879,0.0788879,0.0772128,0.20029,0.200486,0.200486,0.200486,0.0772128,0.00614155,0.0225798,0.0225755
647,0.172185,0.116274,0.116253,0.116253,0.116253,0.00123993,0.00454798,0.00454712,0.00454712,0.00454712,0.026575,0.0791781,0.0792001,0.0792001,0.0792001,0.0773684,0.200851,0.201047,0.201047,0.201047,0.0773684,0.00619965,0.0227399,0.0227356
648,0.172101,0.115928,0.115907,0.115907,0.115907,0.00125123,0.00457856,0.00457771,0.00457771,0.00457771,0.0266474,0.0794933,0.079515,0.079515,0.079515,0.0775251,0.201414,0.20161,0.20161,0.20161,0.0775251,0.00625617,0.0228928,0.0228885
649,0.172017,0.115581,0.115561,0.115561,0.115561,0.00126221,0.00460768,0.00460682,0.00460682,0.00460682,0.026721,0.079811,0.0798327,0.0798327,0.0798327,0.0776827,0.201979,0.202175,0.202175,0.202175,0.0776827,0.00631105,0.0230384,0.0230341
650,0.171932,0.115233,0.115213,0.115213,0.115213,0.00127284,0.00463528,0.00463442,0.00463442,0.00463442,0.0267956,0.0801312,0.0801527,0.0801527,0.0801527,0.0778413,0.202546,0.202742,0.202742,0.202742,0.0778413,0.00636422,0.0231764,0.0231721
651,0.171846,0.114885,0.114865,0.114865,0.114865,0.00128313,0.00466134,0.00466048,0.00466048,0.00466048,0.0268712,0.0804537,0.080475,0.080475,0.080475,0.0780007,0.203114,0.20331,0.20331,0.20331,0.0780007,0.00641563,0.0233067,0.0233024
652,0.171759,0.114536,0.114516,0.114516,0.114516,0.00129304,0.00468582,0.00468496,0.00468496,0.00468496,0.0269478,0.0807782,0.0807994,0.0807994,0.0807994,0.0781609,0.203684,0.20388,0.20388,0.20388,0.0781609,0.0064652,0.0234291,0.0234248
653,0.171672,0.114187,0.114167,0.114167,0.114167,0.00130257,0.00470871,0.00470784,0.00470784,0.00470784,0.0270253,0.0811046,0.0811256,0.0811256,0.0811256,0.0783219,0.204255,0.204451,0.204451,0.204451,0.0783219,0.00651287,0.0235435,0.0235392
654,0.171585,0.113837,0.113817,0.113817,0.113817,0.00131172,0.00472996,0.0047291,0.0047291,0.0047291,0.0271037,0.0814327,0.0814535,0.0814535,0.0814535,0.0784836,0.204827,0.205023,0.205023,0.205023,0.0784836,0.0065586,0.0236498,0.0236455
655,0.171497,0.113488,0.113468,0.113468,0.113468,0.00132047,0.00474957,0.00474871,0.00474871,0.00474871,0.0271829,0.0817622,0.0817829,0.0817829,0.0817829,0.0786459,0.2054,0.205596,0.205596,0.205596,0.0786459,0.00660233,0.0237479,0.0237435
656,0.171408,0.113139,0.11312,0.11312,0.11312,0.0013288,0.00476751,0.00476665,0.00476665,0.00476665,0.0272629,0.082093,0.0821136,0.0821136,0.0821136,0.0788088,0.205973,0.206169,0.206169,0.206169,0.0788088,0.006644,0.0238375,0.0238332
657,0.17132,0.112791,0.112772,0.112772,0.112772,0.00133671,0.00478376,0.0047829,0.0047829,0.0047829,0.0273436,0.082425,0.0824453,0.0824453,0.0824453,0.0789723,0.206547,0.206742,0.206742,0.206742,0.0789723,0.00668357,0.0239188,0.0239145
658,0.171231,0.112444,0.112425,0.112425,0.112425,0.0013442,0.00479831,0.00479745,0.00479745,0.00479745,0.027425,0.0827578,0.082778,0.082778,0.082778,0.0791362,0.20712,0.207316,0.207316,0.207316,0.0791362,0.00672099,0.0239915,0.0239872
659,0.171142,0.112098,0.112078,0.112078,0.112078,0.00135125,0.00481115,0.00481029,0.00481029,0.00481029,0.027507,0.0830913,0.0831113,0.0831113,0.0831113,0.0793005,0.207694,0.207889,0.207889,0.207889,0.0793005,0.00675623,0.0240557,0.0240514
660,0.171053,0.111752,0.111733,0.111733,0.111733,0.00135785,0.00482226,0.00482141,0.00482141,0.00482141,0.0275896,0.0834253,0.0834452,0.0834452,0.0834452,0.0794652,0.208267,0.208462,0.208462,0.208462,0.0794652,0.00678925,0.0241113,0.024107
661,0.170963,0.111409,0.11139,0.11139,0.11139,0.001364,0.00483166,0.0048308,0.0048308,0.0048308,0.0276727,0.0837595,0.0837793,0.0837793,0.0837793,0.0796301,0.20884,0.209035,0.209035,0.209035,0.0796301,0.00682,0.0241583,0.024154
662,0.170874,0.111067,0.111048,0.111048,0.111048,0.00136969,0.00483932,0.00483847,0.00483847,0.00483847,0.0277563,0.0840939,0.0841135,0.0841135,0.0841135,0.0797953,0.209412,0.209607,0.209607,0.209607,0.0797953,0.00684847,0.0241966,0.0241924
663,0.170785,0.110727,0.110708,0.110708,0.110708,0.00137492,0.00484526,0.00484441,0.00484441,0.00484441,0.0278403,0.0844281,0.0844475,0.0844475,0.0844475,0.0799607,0.209983,0.210178,0.210178,0.210178,0.0799607,0.00687462,0.0242263,0.0242221
664,0.170696,0.110389,0.11037,0.11037,0.11037,0.00137969,0.00484947,0.00484863,0.00484863,0.00484863,0.0279246,0.084762,0.0847813,0.0847813,0.0847813,0.0801262,0.210553,0.210747,0.210747,0.210747,0.0801262,0.00689843,0.0242474,0.0242432
665,0.170607,0.110053,0.110034,0.110034,0.110034,0.00138398,0.00485197,0.00485113,0.00485113,0.00485113,0.0280092,0.0850954,0.0851145,0.0851145,0.0851145,0.0802917,0.211121,0.211316,0.211316,0.211316,0.0802917,0.00691989,0.0242599,0.0242557
666,0.170518,0.109719,0.109701,0.109701,0.109701,0.00138779,0.00485276,0.00485193,0.00485193,0.00485193,0.0280941,0.085428,0.085447,0.085447,0.085447,0.0804573,0.211688,0.211883,0.211883,0.211883,0.0804573,0.00693897,0.0242638,0.0242596
667,0.17043,0.109388,0.10937,0.10937,0.10937,0.00139113,0.00485186,0.00485103,0.00485103,0.00485103,0.0281792,0.0857597,0.0857786,0.0857786,0.0857786,0.0806227,0.212254,0.212448,0.212448,0.212448,0.0806227,0.00695567,0.0242593,0.0242551
668,0.170342,0.10906,0.109042,0.109042,0.109042,0.001394,0.00484928,0.00484845,0.00484845,0.00484845,0.0282644,0.0860904,0.0861091,0.0861091,0.0861091,0.0807881,0.212817,0.213011,0.213011,0.213011,0.0807881,0.00696998,0.0242464,0.0242422
669,0.170254,0.108735,0.108718,0.108718,0.108718,0.00139638,0.00484503,0.0048442,0.0048442,0.0048442,0.0283496,0.0864197,0.0864382,0.0864382,0.0864382,0.0809533,0.213378,0.213573,0.213573,0.213573,0.0809533,0.00698189,0.0242251,0.024221
670,0.170167,0.108413,0.108396,0.108396,0.108396,0.00139828,0.00483914,0.00483832,0.00483832,0.00483832,0.0284349,0.0867475,0.0867659,0.0867659,0.0867659,0.0811183,0.213938,0.214132,0.214132,0.214132,0.0811183,0.00699141,0.0241957,0.0241916
671,0.17008,0.108095,0.108077,0.108077,0.108077,0.00139971,0.00483163,0.00483081,0.00483081,0.00483081,0.0285201,0.0870737,0.0870919,0.0870919,0.0870919,0.081283,0.214494,0.214688,0.214688,0.214688,0.081283,0.00699854,0.0241581,0.0241541
672,0.169994,0.10778,0.107762,0.107762,0.107762,0.00140066,0.00482252,0.00482171,0.00482171,0.00482171,0.0286053,0.087398,0.0874161,0.0874161,0.0874161,0.0814473,0.215049,0.215242,0.215242,0.215242,0.0814473,0.00700329,0.0241126,0.0241086
673,0.169909,0.107468,0.107451,0.107451,0.107451,0.00140113,0.00481184,0.00481104,0.00481104,0.00481104,0.0286902,0.0877202,0.0877382,0.0877382,0.0877382,0.0816112,0.2156,0.215794,0.215794,0.215794,0.0816112,0.00700566,0.0240592,0.0240552
674,0.169824,0.10716,0.107143,0.107143,0.107143,0.00140114,0.00479963,0.00479883,0.00479883,0.00479883,0.028775,0.0880402,0.0880581,0.0880581,0.0880581,0.0817748,0.216149,0.216342,0.216342,0.216342,0.0817748,0.00700568,0.0239981,0.0239942
675,0.16974,0.106856,0.106839,0.106839,0.106839,0.00140067,0.00478591,0.00478512,0.00478512,0.00478512,0.0288596,0.0883579,0.0883756,0.0883756,0.0883756,0.0819378,0.216694,0.216888,0.216888,0.216888,0.0819378,0.00700337,0.0239295,0.0239256
676,0.169656,0.106556,0.10654,0.10654,0.10654,0.00139975,0.00477071,0.00476992,0.00476992,0.00476992,0.0289438,0.088673,0.0886905,0.0886905,0.0886905,0.0821002,0.217237,0.21743,0.21743,0.21743,0.0821002,0.00699873,0.0238535,0.0238496
677,0.169574,0.106261,0.106244,0.106244,0.106244,0.00139836,0.00475407,0.00475329,0.00475329,0.00475329,0.0290276,0.0889854,0.0890028,0.0890028,0.0890028,0.0822621,0.217776,0.217969,0.217969,0.217969,0.0822621,0.00699182,0.0237703,0.0237665
678,0.169492,0.105969,0.105953,0.105953,0.105953,0.00139653,0.00473603,0.00473525,0.00473525,0.00473525,0.0291111,0.0892949,0.0893121,0.0893121,0.0893121,0.0824234,0.218311,0.218505,0.218505,0.218505,0.0824234,0.00698264,0.0236801,0.0236763
679,0.169412,0.105682,0.105666,0.105666,0.105666,0.00139425,0.00471662,0.00471585,0.00471585,0.00471585,0.029194,0.0896013,0.0896185,0.0896185,0.0896185,0.0825839,0.218843,0.219037,0.219037,0.219037,0.0825839,0.00697123,0.0235831,0.0235793
680,0.169332,0.105399,0.105383,0.105383,0.105383,0.00139153,0.00469588,0.00469512,0.00469512,0.00469512,0.0292765,0.0899046,0.0899216,0.0899216,0.0899216,0.0827437,0.219372,0.219565,0.219565,0.219565,0.0827437,0.00695763,0.0234794,0.0234756
681,0.169253,0.105122,0.105105,0.105105,0.105105,0.00138837,0.00467386,0.00467311,0.00467311,0.00467311,0.0293583,0.0902046,0.0902214,0.0902214,0.0902214,0.0829028,0.219897,0.22009,0.22009,0.22009,0.0829028,0.00694187,0.0233693,0.0233656
682,0.169176,0.104848,0.104832,0.104832,0.104832,0.0013848,0.0046506,0.00464985,0.00464985,0.00464985,0.0294396,0.0905011,0.0905178,0.0905178,0.0905178,0.083061,0.220417,0.220611,0.220611,0.220611,0.083061,0.00692401,0.023253,0.0232493
683,0.169099,0.10458,0.104564,0.104564,0.104564,0.00138081,0.00462613,0.00462539,0.00462539,0.00462539,0.0295202,0.090794,0.0908106,0.0908106,0.0908106,0.0832184,0.220934,0.221127,0.221127,0.221127,0.0832184,0.00690406,0.0231306,0.023127
684,0.169023,0.104316,0.104301,0.104301,0.104301,0.00137642,0.00460051,0.00459978,0.00459978,0.00459978,0.0296001,0.0910832,0.0910997,0.0910997,0.0910997,0.0833749,0.221447,0.22164,0.22164,0.22164,0.0833749,0.0068821,0.0230025,0.0229989
685,0.168949,0.104058,0.104042,0.104042,0.104042,0.00137163,0.00457377,0.00457305,0.00457305,0.00457305,0.0296792,0.0913686,0.0913849,0.0913849,0.0913849,0.0835304,0.221955,0.222148,0.222148,0.222148,0.0835304,0.00685815,0.0228688,0.0228653
686,0.168876,0.103804,0.103789,0.103789,0.103789,0.00136646,0.00454597,0.00454525,0.00454525,0.00454525,0.0297576,0.09165,0.0916662,0.0916662,0.0916662,0.083685,0.22246,0.222653,0.222653,0.222653,0.083685,0.00683228,0.0227298,0.0227263
687,0.168804,0.103556,0.10354,0.10354,0.10354,0.00136091,0.00451714,0.00451644,0.00451644,0.00451644,0.0298351,0.0919273,0.0919434,0.0919434,0.0919434,0.0838386,0.22296,0.223152,0.223152,0.223152,0.0838386,0.00680453,0.0225857,0.0225822
688,0.168733,0.103312,0.103297,0.103297,0.103297,0.00135499,0.00448733,0.00448664,0.00448664,0.00448664,0.0299117,0.0922005,0.0922164,0.0922164,0.0922164,0.0839911,0.223455,0.223648,0.223648,0.223648,0.0839911,0.00677496,0.0224367,0.0224332
689,0.168664,0.103074,0.103059,0.103059,0.103059,0.00134872,0.0044566,0.00445591,0.00445591,0.00445591,0.0299874,0.0924693,0.0924852,0.0924852,0.0924852,0.0841426,0.223946,0.224139,0.224139,0.224139,0.0841426,0.00674361,0.022283,0.0222796
690,0.168596,0.102841,0.102826,0.102826,0.102826,0.00134211,0.00442498,0.00442431,0.00442431,0.00442431,0.0300621,0.0927338,0.0927495,0.0927495,0.0927495,0.084293,0.224433,0.224626,0.224626,0.224626,0.084293,0.00671056,0.0221249,0.0221215
691,0.168529,0.102614,0.102599,0.102599,0.102599,0.00133517,0.00439253,0.00439186,0.00439186,0.00439186,0.0301359,0.0929939,0.0930095,0.0930095,0.0930095,0.0844423,0.224915,0.225107,0.225107,0.225107,0.0844423,0.00667585,0.0219626,0.0219593
692,0.168463,0.102391,0.102377,0.102377,0.102377,0.00132791,0.00435928,0.00435862,0.00435862,0.00435862,0.0302086,0.0932494,0.0932649,0.0932649,0.0932649,0.0845904,0.225392,0.225585,0.225585,0.225585,0.0845904,0.00663955,0.0217964,0.0217931
693,0.168399,0.102174,0.10216,0.10216,0.10216,0.00132034,0.00432529,0.00432463,0.00432463,0.00432463,0.0302803,0.0935003,0.0935156,0.0935156,0.0935156,0.0847374,0.225865,0.226057,0.226057,0.226057,0.0847374,0.00660171,0.0216264,0.0216232
694,0.168337,0.101963,0.101948,0.101948,0.101948,0.00131248,0.00429059,0.00428995,0.00428995,0.00428995,0.0303508,0.0937465,0.0937617,0.0937617,0.0937617,0.0848831,0.226333,0.226525,0.226525,0.226525,0.0848831,0.0065624,0.021453,0.0214497
695,0.168275,0.101757,0.101742,0.101742,0.101742,0.00130433,0.00425525,0.00425461,0.00425461,0.00425461,0.0304202,0.0939879,0.094003,0.094003,0.094003,0.0850277,0.226796,0.226989,0.226989,0.226989,0.0850277,0.00652167,0.0212762,0.0212731
696,0.168216,0.101556,0.101542,0.101542,0.101542,0.00129592,0.00421929,0.00421866,0.00421866,0.00421866,0.0304885,0.0942246,0.0942396,0.0942396,0.0942396,0.085171,0.227255,0.227447,0.227447,0.227447,0.085171,0.00647959,0.0210964,0.0210933
697,0.168157,0.101361,0.101347,0.101347,0.101347,0.00128724,0.00418277,0.00418215,0.00418215,0.00418215,0.0305556,0.0944563,0.0944712,0.0944712,0.0944712,0.085313,0.227709,0.227901,0.227901,0.227901,0.085313,0.00643622,0.0209138,0.0209107
698,0.1681,0.101171,0.101157,0.101157,0.101157,0.00127832,0.00414572,0.00414511,0.00414511,0.00414511,0.0306215,0.0946832,0.0946979,0.0946979,0.0946979,0.0854538,0.228158,0.22835,0.22835,0.22835,0.0854538,0.00639162,0.0207286,0.0207256
699,0.168045,0.100987,0.100973,0.100973,0.100973,0.00126917,0.0041082,0.0041076,0.0041076,0.0041076,0.0306862,0.094905,0.0949197,0.0949197,0.0949197,0.0855933,0.228602,0.228794,0.228794,0.228794,0.0855933,0.00634585,0.020541,0.020538
700,0.167991,0.100808,0.100794,0.100794,0.100794,0.0012598,0.00407024,0.00406965,0.00406965,0.00406965,0.0307496,0.0951219,0.0951365,0.0951365,0.0951365,0.0857314,0.229041,0.229233,0.229233,0.229233,0.0857314,0.00629898,0.0203512,0.0203483
701,0.167938,0.100634,0.100621,0.100621,0.100621,0.00125021,0.00403189,0.00403131,0.00403131,0.00403131,0.0308117,0.0953337,0.0953482,0.0953482,0.0953482,0.0858683,0.229475,0.229667,0.229667,0.229667,0.0858683,0.00625107,0.0201595,0.0201565
702,0.167887,0.100466,0.100453,0.100453,0.100453,0.00124044,0.00399318,0.00399261,0.00399261,0.00399261,0.0308725,0.0955405,0.0955548,0.0955548,0.0955548,0.0860038,0.229905,0.230096,0.230096,0.230096,0.0860038,0.00620218,0.0199659,0.019963
703,0.167838,0.100304,0.10029,0.10029,0.10029,0.00123047,0.00395416,0.0039536,0.0039536,0.0039536,0.030932,0.0957422,0.0957564,0.0957564,0.0957564,0.0861381,0.230329,0.230521,0.230521,0.230521,0.0861381,0.00615236,0.0197708,0.019768
704,0.167789,0.100146,0.100133,0.100133,0.100133,0.00122034,0.00391487,0.00391431,0.00391431,0.00391431,0.0309902,0.0959387,0.0959528,0.0959528,0.0959528,0.0862709,0.230749,0.230941,0.230941,0.230941,0.0862709,0.00610169,0.0195743,0.0195715
705,0.167743,0.0999945,0.0999811,0.0999811,0.0999811,0.00121004,0.00387533,0.00387479,0.00387479,0.00387479,0.031047,0.0961301,0.0961442,0.0961442,0.0961442,0.0864024,0.231164,0.231356,0.231356,0.231356,0.0864024,0.00605022,0.0193767,0.0193739
706,0.167698,0.099848,0.0998346,0.0998346,0.0998346,0.0011996,0.0038356,0.00383506,0.00383506,0.00383506,0.0311025,0.0963164,0.0963303,0.0963303,0.0963303,0.0865326,0.231574,0.231766,0.231766,0.231766,0.0865326,0.00599801,0.019178,0.0191753
707,0.167654,0.0997068,0.0996935,0.0996935,0.0996935,0.00118902,0.0037957,0.00379517,0.00379517,0.00379517,0.0311565,0.0964975,0.0965113,0.0965113,0.0965113,0.0866614,0.23198,0.232171,0.232171,0.232171,0.0866614,0.00594512,0.0189785,0.0189758
708,0.167612,0.0995708,0.0995576,0.0995576,0.0995576,0.00117832,0.00375567,0.00375515,0.00375515,0.00375515,0.0312092,0.0966735,0.0966872,0.0966872,0.0966872,0.0867888,0.23238,0.232572,0.232572,0.232572,0.0867888,0.0058916,0.0187784,0.0187757
709,0.167572,0.0994401,0.099427,0.099427,0.099427,0.0011675,0.00371555,0.00371503,0.00371503,0.00371503,0.0312605,0.0968443,0.0968579,0.0968579,0.0968579,0.0869148,0.232776,0.232967,0.232967,0.232967,0.0869148,0.00583751,0.0185777,0.0185752
710,0.167533,0.0993146,0.0993016,0.0993016,0.0993016,0.00115658,0.00367536,0.00367485,0.00367485,0.00367485,0.0313104,0.09701,0.0970235,0.0970235,0.0970235,0.0870395,0.233167,0.233358,0.233358,0.233358,0.0870395,0.00578291,0.0183768,0.0183742
711,0.167496,0.0991943,0.0991814,0.0991814,0.0991814,0.00114557,0.00363513,0.00363463,0.00363463,0.00363463,0.0313589,0.0971705,0.097184,0.097184,0.097184,0.0871628,0.233553,0.233745,0.233745,0.233745,0.0871628,0.00572785,0.0181757,0.0181732
712,0.16746,0.0990792,0.0990663,0.0990663,0.0990663,0.00113448,0.00359491,0.00359442,0.00359442,0.00359442,0.0314059,0.0973259,0.0973393,0.0973393,0.0973393,0.0872848,0.233935,0.234126,0.234126,0.234126,0.0872848,0.00567239,0.0179745,0.0179721
713,0.167425,0.0989691,0.0989563,0.0989563,0.0989563,0.00112331,0.00355471,0.00355422,0.00355422,0.00355422,0.0314516,0.0974762,0.0974895,0.0974895,0.0974895,0.0874053,0.234312,0.234503,0.234503,0.234503,0.0874053,0.00561657,0.0177735,0.0177711
714,0.167392,0.098864,0.0988513,0.0988513,0.0988513,0.00111209,0.00351456,0.00351409,0.00351409,0.00351409,0.0314958,0.0976214,0.0976346,0.0976346,0.0976346,0.0875245,0.234684,0.234875,0.234875,0.234875,0.0875245,0.00556044,0.0175728,0.0175704
715,0.167361,0.0987639,0.0987513,0.0987513,0.0987513,0.00110081,0.0034745,0.00347403,0.00347403,0.00347403,0.0315385,0.0977616,0.0977746,0.0977746,0.0977746,0.0876424,0.235052,0.235243,0.235243,0.235243,0.0876424,0.00550406,0.0173725,0.0173701
716,0.167331,0.0986688,0.0986563,0.0986563,0.0986563,0.00108949,0.00343454,0.00343408,0.00343408,0.00343408,0.0315799,0.0978967,0.0979096,0.0979096,0.0979096,0.0877589,0.235415,0.235606,0.235606,0.235606,0.0877589,0.00544747,0.0171727,0.0171704
717,0.167302,0.0985786,0.0985661,0.0985661,0.0985661,0.00107814,0.00339471,0.00339426,0.00339426,0.00339426,0.0316198,0.0980267,0.0980396,0.0980396,0.0980396,0.087874,0.235774,0.235965,0.235965,0.235965,0.087874,0.00539072,0.0169735,0.0169713
718,0.167275,0.0984932,0.0984808,0.0984808,0.0984808,0.00106677,0.00335503,0.00335459,0.00335459,0.00335459,0.0316582,0.0981518,0.0981646,0.0981646,0.0981646,0.0879878,0.236128,0.236319,0.236319,0.236319,0.0879878,0.00533386,0.0167752,0.016773
719,0.167249,0.0984125,0.0984003,0.0984003,0.0984003,0.00105538,0.00331554,0.0033151,0.0033151,0.0033151,0.0316953,0.0982719,0.0982846,0.0982846,0.0982846,0.0881002,0.236478,0.236669,0.236669,0.236669,0.0881002,0.00527692,0.0165777,0.0165755
720,0.167225,0.0983366,0.0983244,0.0983244,0.0983244,0.00104399,0.00327623,0.00327581,0.00327581,0.00327581,0.0317309,0.0983871,0.0983997,0.0983997,0.0983997,0.0882113,0.236823,0.237014,0.237014,0.237014,0.0882113,0.00521994,0.0163812,0.016379
721,0.167202,0.0982654,0.0982533,0.0982533,0.0982533,0.0010326,0.00323715,0.00323673,0.00323673,0.00323673,0.031765,0.0984974,0.09851,0.09851,0.09851,0.088321,0.237164,0.237355,0.237355,0.237355,0.088321,0.00516298,0.0161858,0.0161837
722,0.167181,0.0981988,0.0981867,0.0981867,0.0981867,0.00102121,0.0031983,0.00319789,0.00319789,0.00319789,0.0317978,0.0986029,0.0986154,0.0986154,0.0986154,0.0884295,0.237501,0.237691,0.237691,0.237691,0.0884295,0.00510606,0.0159915,0.0159895
723,0.167161,0.0981367,0.0981247,0.0981247,0.0981247,0.00100985,0.00315971,0.0031593,0.0031593,0.0031593,0.0318291,0.0987036,0.098716,0.098716,0.098716,0.0885366,0.237833,0.238024,0.238024,0.238024,0.0885366,0.00504923,0.0157986,0.0157965
724,0.167142,0.0980791,0.0980672,0.0980672,0.0980672,0.000998503,0.00312139,0.00312099,0.00312099,0.00312099,0.0318591,0.0987995,0.0988118,0.0988118,0.0988118,0.0886425,0.238161,0.238352,0.238352,0.238352,0.0886425,0.00499251,0.0156069,0.015605
725,0.167125,0.0980259,0.0980141,0.0980141,0.0980141,0.000987191,0.00308336,0.00308296,0.00308296,0.00308296,0.0318876,0.0988907,0.0989029,0.0989029,0.0989029,0.088747,0.238485,0.238676,0.238676,0.238676,0.088747,0.00493595,0.0154168,0.0154148
726,0.167109,0.0979771,0.0979654,0.0979654,0.0979654,0.000975917,0.00304562,0.00304524,0.00304524,0.00304524,0.0319147,0.0989773,0.0989894,0.0989894,0.0989894,0.0888503,0.238805,0.238996,0.238996,0.238996,0.0888503,0.00487958,0.0152281,0.0152262
727,0.167095,0.0979326,0.0979209,0.0979209,0.0979209,0.000964686,0.00300821,0.00300783,0.00300783,0.00300783,0.0319405,0.0990592,0.0990713,0.0990713,0.0990713,0.0889523,0.239121,0.239311,0.239311,0.239311,0.0889523,0.00482343,0.015041,0.0150391
728,0.167082,0.0978923,0.0978807,0.0978807,0.0978807,0.000953506,0.00297112,0.00297075,0.00297075,0.00297075,0.0319649,0.0991366,0.0991485,0.0991485,0.0991485,0.089053,0.239432,0.239623,0.239623,0.239623,0.089053,0.00476753,0.0148556,0.0148537
729,0.16707,0.0978562,0.0978447,0.0978447,0.0978447,0.00094238,0.00293437,0.00293401,0.00293401,0.00293401,0.0319879,0.0992094,0.0992213,0.0992213,0.0992213,0.0891525,0.23974,0.239931,0.239931,0.239931,0.0891525,0.0047119,0.0146719,0.01467
730,0.167059,0.0978242,0.0978128,0.0978128,0.0978128,0.000931316,0.00289798,0.00289762,0.00289762,0.00289762,0.0320095,0.0992778,0.0992896,0.0992896,0.0992896,0.0892508,0.240044,0.240235,0.240235,0.240235,0.0892508,0.00465658,0.0144899,0.0144881
